----..RB---.RR.R--.RRRRB-RBRBBBB-R.RBB.--BBB..---B.R.---,B,B
----..RB---.RR.R--BRRRRB-R.RBBBB-R.RBB.--BBB..---B.R.---,R,B
----..RB---.RR.R--B.RRRB-RRRBBBB-R.RBB.--BBB..---B.R.---,B,B
----..RB---BRR.R--..RRRB-RRRBBBB-R.RBB.--BBB..---B.R.---,R,B
----...B---BRRRR--..RRRB-RRRBBBB-R.RBB.--BBB..---B.R.---,B,B
----..B.---BRRRR--..RRRB-RRRBBBB-R.RBB.--BBB..---B.R.---,R,B
----..B.---BRRRR--..RRRB-RRRBBBB-.RRBB.--BBB..---B.R.---,B,B
----B.B.---.RRRR--..RRRB-RRRBBBB-.RRBB.--BBB..---B.R.---,R,B
----B.B.---.RRRR--..RRRB-RRRBBBB-.RRBB.--BBB..---B..R---,B,B
----B.B.---.RRRR--..RRRB-RRRBBBB-BRRBB.--.BB..---B..R---,R,B
----B.B.---.RRRR--..RRRB-RRRBBBB-B.RBB.--RBB..---B..R---,B,B
----B.B.---.RRRR--..RRRB-RRRBBBB-BBRBB.--R.B..---B..R---,R,B
----B.B.---.RRRR--..RRRB-RRRBBBB-BB.BB.--RRB..---B..R---,B,B
----BB..---.RRRR--..RRRB-RRRBBBB-BB.BB.--RRB..---B..R---,R,B
----BB..---.RRRR--..RRRB-RRRBBBB-BB.BB.--R.B..---BR.R---,B,B
----BB..---.RRRR--..RRRB-RRRBBBB-BBBBB.--R....---BR.R---,R,B
----BB..---..RRR--.RRRRB-RRRBBBB-BBBBB.--R....---BR.R---,B,B
----BB..---..RRR--.RRRRB-RRRBBBB-BBBBB.--RB...---.R.R---,R,B
----RRRR---RRRR.--RRR...-RR...BB-...BBB--.BBBB---BBBB---,B,R
----RRRR---RRRR.--RRR...-RR...BB-..BBBB--.B.BB---BBBB---,R,R
----RRRR---RRRR.--RR.R..-RR...BB-..BBBB--.B.BB---BBBB---,B,R
----RRRR---RRRR.--RR.R..-RR..BBB-..B.BB--.B.BB---BBBB---,R,R
----RRRR---RR.R.--RRRR..-RR..BBB-..B.BB--.B.BB---BBBB---,B,R
----RRRR---RR.R.--RRRR..-RR..BBB-..BB.B--.B.BB---BBBB---,R,R
----RRRR---RR...--RRRRR.-RR..BBB-..BB.B--.B.BB---BBBB---,B,R
----RRRR---RR...--RRRRR.-RR..BBB-..BB.B--.BBBB---B.BB---,R,R
----R.RR---RRR..--RRRRR.-RR..BBB-..BB.B--.BBBB---B.BB---,B,R
----R.RR---RRR..--RRRRR.-RR..BBB-..BBBB--.BB.B---B.BB---,R,R
----R.RR---RRR..--RRRRR.-.R..BBB-R.BBBB--.BB.B---B.BB---,B,R
----R.RR---RRR..--RRRRRB-.R..BB.-R.BBBB--.BB.B---B.BB---,R,R
----R.RR---RRR..--RRR.RB-.R.RBB.-R.BBBB--.BB.B---B.BB---,B,R
----R.RR---RRR..--RRR.RB-.R.RBB.-R.BBBB--.BBBB---B.B.---,R,R
----R.RR---RR.R.--RRR.RB-.R.RBB.-R.BBBB--.BBBB---B.B.---,B,R
----R.RR---RR.RB--RRR.R.-.R.RBB.-R.BBBB--.BBBB---B.B.---,R,R
----R.RR---RR.RB--RRR.R.-...RBB.-RRBBBB--.BBBB---B.B.---,B,R
----R.RR---RR.RB--RRR.R.-...RBB.-RRBBBB--BBBBB---..B.---,R,R
----R.RR---RR.RB--RRR..R-...RBB.-RRBBBB--BBBBB---..B.---,B,R
----R.RR---RR.RB--RRR.BR-...RB..-RRBBBB--BBBBB---..B.---,R,R
----R..R---RRRRB--RRR.BR-...RB..-RRBBBB--BBBBB---..B.---,B,R
----R..R---RRRRB--RRRB.R-...RB..-RRBBBB--BBBBB---..B.---,R,R
----.R.R---RRRRB--RRRB.R-...RB..-RRBBBB--BBBBB---..B.---,B,R
----.R.R---RRRRB--RRRB.R-...RBB.-RRBB.B--BBBBB---..B.---,R,R
----.R.R---RRRRB--.RRB.R-.R.RBB.-RRBB.B--BBBBB---..B.---,B,R
----.R.R---RRRRB--.RRB.R-.R.RBB.-RRBB.B--BBBBB---.B..---,R,R
----.R.R---RRRRB--.RRB..-.R.RBBR-RRBB.B--BBBBB---.B..---,B,R
----.R.R---RRRRB--.RRBB.-.R.RB.R-RRBB.B--BBBBB---.B..---,R,R
----.R.R---.RRRB--RRRBB.-.R.RB.R-RRBB.B--BBBBB---.B..---,B,R
----.R.R---.RRRB--RRRBB.-.R.RBBR-RRBB..--BBBBB---.B..---,R,R
----.R.R---.RRRB--.RRBB.-RR.RBBR-RRBB..--BBBBB---.B..---,B,R
----.R.R---.RRRB--.RRBB.-RR.RBBR-RRBBB.--BBB.B---.B..---,R,R
----.R.R---.RRRB--.R.BB.-RRRRBBR-RRBBB.--BBB.B---.B..---,B,R
----.R.R---.RRRB--.R.BB.-RRRRBBR-RRBBBB--BBB..---.B..---,R,R
----.R.R---.R.RB--.RRBB.-RRRRBBR-RRBBBB--BBB..---.B..---,B,R
----.R.R---.R.RB--.RRBB.-RRRRBBR-RRBBBB--BBB..---B...---,R,R
----..RR---.R.RB--.RRBB.-RRRRBBR-RRBBBB--BBB..---B...---,B,R
----..RR---.R.RB--.RRBBB-RRRRB.R-RRBBBB--BBB..---B...---,R,R
----...R---.RRRB--.RRBBB-RRRRB.R-RRBBBB--BBB..---B...---,B,R
----RRRR---RRRR.--RRR...-RR...BB-...BBB--.BBBB---BBBB---,B,R
----RRRR---RRRR.--RRR...-RR...BB-...BBB--BBBBB---.BBB---,R,R
----RRRR---RRR..--RRR.R.-RR...BB-...BBB--BBBBB---.BBB---,B,R
----RRRR---RRR..--RRR.R.-RR...BB-..BBBB--B.BBB---.BBB---,R,R
----RRRR---RRR..--R.R.R.-RRR..BB-..BBBB--B.BBB---.BBB---,B,R
----RRRR---RRR..--R.R.RB-RRR..B.-..BBBB--B.BBB---.BBB---,R,R
----RRRR---RRR..--R.R.RB-R.R..B.-R.BBBB--B.BBB---.BBB---,B,R
----RRRR---RRR..--R.R.RB-R.R..B.-R.BBBB--BB.BB---.BBB---,R,R
----RRRR---RRR..--R.R.RB-.RR..B.-R.BBBB--BB.BB---.BBB---,B,R
----RRRR---RRR..--R.R.RB-.RR..B.-R.BBBB--BBBBB---.B.B---,R,R
----RRRR---RRR..--R.R..B-.RR.RB.-R.BBBB--BBBBB---.B.B---,B,R
----RRRR---RRR..--R.R..B-.RR.RB.-RBBBBB--B.BBB---.B.B---,R,R
----RRRR---RRR..--R.R..B-.R.RRB.-RBBBBB--B.BBB---.B.B---,B,R
----RRRR---RRR..--R.R..B-.R.RRB.-RBBBBB--B.BBB---.BB.---,R,R
----RRRR---.RR..--RRR..B-.R.RRB.-RBBBBB--B.BBB---.BB.---,B,R
----RRRR---.RR..--RRR.BB-.R.RR..-RBBBBB--B.BBB---.BB.---,R,R
----.RRR---RRR..--RRR.BB-.R.RR..-RBBBBB--B.BBB---.BB.---,B,R
----.RRR---RRR..--RRR.BB-.R.RRB.-RBBB.B--B.BBB---.BB.---,R,R
----.RRR---RRR..--.RR.BB-RR.RRB.-RBBB.B--B.BBB---.BB.---,B,R
----.RRR---RRR..--.RR.BB-RR.RRB.-RBBBBB--B.B.B---.BB.---,R,R
----.RR.---RRR.R--.RR.BB-RR.RRB.-RBBBBB--B.B.B---.BB.---,B,R
----.RR.---RRR.R--.RRB.B-RR.RRB.-RBBBBB--B.B.B---.BB.---,R,R
----.RR.---RRR.R--.R.B.B-RRRRRB.-RBBBBB--B.B.B---.BB.---,B,R
----.RR.---RRR.R--.RB..B-RRRRRB.-RBBBBB--B.B.B---.BB.---,R,R
----.R..---RRRRR--.RB..B-RRRRRB.-RBBBBB--B.B.B---.BB.---,B,R
----.R..---RRRRR--.RB.BB-RRRRR..-RBBBBB--B.B.B---.BB.---,R,R
----.R..---RR.RR--.RBRBB-RRRRR..-RBBBBB--B.B.B---.BB.---,B,R
----.R..---RR.RR--.RBRBB-RRRRR..-RBBBBB--B.B.B---B.B.---,R,R
----.R..---.R.RR--RRBRBB-RRRRR..-RBBBBB--B.B.B---B.B.---,B,R
----.R..---.R.RR--RRBRBB-RRRRR..-RBBBBB--BB..B---B.B.---,R,R
----.R..---..RRR--RRBRBB-RRRRR..-RBBBBB--BB..B---B.B.---,B,R
----.R..---..RRR--RRBRBB-RRRRR..-RBBBBB--BB.B.---B.B.---,R,R
----..R.---..RRR--RRBRBB-RRRRR..-RBBBBB--BB.B.---B.B.---,B,R
----..R.---..RRR--RRBRBB-RRRRRB.-RBBB.B--BB.B.---B.B.---,R,R
----...R---..RRR--RRBRBB-RRRRRB.-RBBB.B--BB.B.---B.B.---,B,R
----...R---..RRR--RRBRBB-RRRRRB.-RBBB.B--BB.B.---BB..---,R,R
----...R---..RRR--RRBRBB-RRRR.B.-RBBBRB--BB.B.---BB..---,B,R
----...R---..RRR--RRBRBB-RRRR.B.-RBBBRB--BBBB.---B...---,R,R
----...R---..RRR--RRBRBB-RRRR.B.-RBBB.B--BBBBR---B...---,B,R
----...R---..RRR--RRBRBB-RRRR.BB-RBBB..--BBBBR---B...---,R,R
----...R---..RRR--RRBRBB-RRR.RBB-RBBB..--BBBBR---B...---,B,R
----...R---..RRR--RRBRBB-RRRBRBB-RBB...--BBBBR---B...---,R,R
----...R---..RRR--RRBRBB-RRRBRBB-RBB...--BBBB.---B..R---,B,R
----...R---..RRR--RRBRBB-RRRBRBB-RBBB..--BBB..---B..R---,R,R
----...R---..RRR--RRBRBB-RRRB.BB-RBBBR.--BBB..---B..R---,B,R
----...R---..RRR--RRBRBB-RRRBB.B-RBBBR.--BBB..---B..R---,R,R
----...R---..RRR--RRBRBB-RRRBB.B-RBBB.R--BBB..---B..R---,B,R
----...R---.BRRR--RR.RBB-RRRBB.B-RBBB.R--BBB..---B..R---,R,R
----...R---.BRRR--RR.RBB-RRRBB.B-RBBB..--BBB.R---B..R---,B,R
----...R---.BRRR--RR.RBB-RRRBBB.-RBBB..--BBB.R---B..R---,R,R
----...R---.B.RR--RRRRBB-RRRBBB.-RBBB..--BBB.R---B..R---,B,R
----RRRR---RRRR.--RRR...-RR...BB-...BBB--.BBBB---BBBB---,B,B
----RRRR---RRRR.--RRR...-RR...BB-..BBBB--.B.BB---BBBB---,R,B
----RRRR---RRRR.--RRR...-R.R..BB-..BBBB--.B.BB---BBBB---,B,B
----RRRR---RRRR.--RRR...-R.R..BB-..BBBB--.BBBB---B.BB---,R,B
----RRRR---RRRR.--.RR...-RRR..BB-..BBBB--.BBBB---B.BB---,B,B
----RRRR---RRRR.--.RR...-RRR..BB-.BBBBB--..BBB---B.BB---,R,B
----RRRR---RR.R.--.RRR..-RRR..BB-.BBBBB--..BBB---B.BB---,B,B
----RRRR---RR.R.--.RRR.B-RRR..B.-.BBBBB--..BBB---B.BB---,R,B
----RRRR---.R.R.--RRRR.B-RRR..B.-.BBBBB--..BBB---B.BB---,B,B
----RRRR---.R.R.--RRRR.B-RRR..B.-B.BBBB--..BBB---B.BB---,R,B
----RRRR---..RR.--RRRR.B-RRR..B.-B.BBBB--..BBB---B.BB---,B,B
----RRRR---..RR.--RRRR.B-RRR..B.-B.BBBB--.B.BB---B.BB---,R,B
----RRRR---..RR.--RRR..B-RRRR.B.-B.BBBB--.B.BB---B.BB---,B,B
----RRRR---..RR.--RRR..B-RRRR.B.-B.BBBB--BB.BB---..BB---,R,B
----.RRR---.RRR.--RRR..B-RRRR.B.-B.BBBB--BB.BB---..BB---,B,B
----.RRR---.RRRB--RRR...-RRRR.B.-B.BBBB--BB.BB---..BB---,R,B
----.RRR---.RRRB--RRR...-RRR.RB.-B.BBBB--BB.BB---..BB---,B,B
----.RRR---.RRRB--RRR...-RRRBRB.-B..BBB--BB.BB---..BB---,R,B
----.RRR---.RRRB--RRR...-RR.BRB.-BR.BBB--BB.BB---..BB---,B,B
----.RRR---.RRRB--RRR...-RR.BRB.-BRB.BB--BB.BB---..BB---,R,B
----.RRR---.RRRB--R.R...-RRRBRB.-BRB.BB--BB.BB---..BB---,B,B
----.RRR---.RRRB--R.R...-RRRBRB.-BRB.BB--BB.BB---.B.B---,R,B
----.RRR---.RR.B--R.R.R.-RRRBRB.-BRB.BB--BB.BB---.B.B---,B,B
----.RRR---.RR.B--R.R.R.-RRRBRB.-BRB.BB--BB.BB---.BB.---,R,B
----.RRR---.RR.B--R..RR.-RRRBRB.-BRB.BB--BB.BB---.BB.---,B,B
----.RRR---.RR.B--R..RR.-RRRBRB.-BRBB.B--BB.BB---.BB.---,R,B
----.RRR---..R.B--RR.RR.-RRRBRB.-BRBB.B--BB.BB---.BB.---,B,B
----.RRR---..R.B--RRBRR.-RRR.RB.-BRBB.B--BB.BB---.BB.---,R,B
----.RRR---..R.B--RRBRR.-RRR..B.-BRBBRB--BB.BB---.BB.---,B,B
----.RRR---..R.B--RRBRR.-RRR..B.-BRBBRB--BBBBB---.B..---,R,B
----.RRR---..R.B--RRBRR.-RR.R.B.-BRBBRB--BBBBB---.B..---,B,B
----.RRR---..RB.--RRBRR.-RR.R.B.-BRBBRB--BBBBB---.B..---,R,B
----.RRR---..RB.--RRBR..-RR.RRB.-BRBBRB--BBBBB---.B..---,B,B
----.RRR---.BRB.--RR.R..-RR.RRB.-BRBBRB--BBBBB---.B..---,R,B
----.RRR---.BRB.--RR.R..-R.RRRB.-BRBBRB--BBBBB---.B..---,B,B
----.RRR---.BRB.--RR.R..-R.RRRB.-BRBBRB--BBBBB---B...---,R,B
----.RR.---.BRBR--RR.R..-R.RRRB.-BRBBRB--BBBBB---B...---,B,B
----.RR.---.BRBR--RR.R.B-R.RRR..-BRBBRB--BBBBB---B...---,R,B
----.R.R---.BRBR--RR.R.B-R.RRR..-BRBBRB--BBBBB---B...---,B,B
----.R.R---.BRBR--RR.R.B-RBRRR..-.RBBRB--BBBBB---B...---,R,B
----.R.R---.BRB.--RR.RRB-RBRRR..-.RBBRB--BBBBB---B...---,B,B
----BR.R---..RB.--RR.RRB-RBRRR..-.RBBRB--BBBBB---B...---,R,B
----BR.R---...B.--RRRRRB-RBRRR..-.RBBRB--BBBBB---B...---,B,B
----BR.R---...B.--RRRRRB-RBRRR.B-.RBBR.--BBBBB---B...---,R,B
----BR.R---...B.--RRRRRB-RBRRR.B-.RBB.R--BBBBB---B...---,B,B
----BRBR---.....--RRRRRB-RBRRR.B-.RBB.R--BBBBB---B...---,R,B
----BRB.---....R--RRRRRB-RBRRR.B-.RBB.R--BBBBB---B...---,B,B
----BRB.---....R--RRRRRB-RBRRR.B-.RBBBR--BBBB.---B...---,R,B
----BRB.---....R--RRRRRB-RBRRR.B-.RBBB.--BBBBR---B...---,B,B
----BRB.---....R--RRRRRB-RBRRRBB-.RBB..--BBBBR---B...---,R,B
----BRB.---....R--RRRRRB-.BRRRBB-RRBB..--BBBBR---B...---,B,B
----BRB.---....R--RRRRRB-.BRRRBB-RRBBB.--BBB.R---B...---,R,B
----B.B.---..R.R--RRRRRB-.BRRRBB-RRBBB.--BBB.R---B...---,B,B
----B.B.---..R.R--RRRRRB-B.RRRBB-RRBBB.--BBB.R---B...---,R,B
----B.B.---..R.R--R.RRRB-BRRRRBB-RRBBB.--BBB.R---B...---,B,B
----BB..---..R.R--R.RRRB-BRRRRBB-RRBBB.--BBB.R---B...---,R,B
----RRRR---RRRR.--RRR...-RR...BB-...BBB--.BBBB---BBBB---,B,R
----RRRR---RRRR.--RRR...-RR...BB-...BBB--B.BBB---BBBB---,R,R
----RRRR---RRRR.--RRR...-R.R..BB-...BBB--B.BBB---BBBB---,B,R
----RRRR---RRRR.--RRR...-R.R.BBB-...B.B--B.BBB---BBBB---,R,R
