----RRRR---RRRR.--RRR...-R...BBB-.R.B.B--B.BBB---BBBB---,B,R
----RRRR---RRRR.--RRR...-R...BBB-.R.BBB--B.B.B---BBBB---,R,R
----RRRR---RRRR.--RRR...-....BBB-RR.BBB--B.B.B---BBBB---,B,R
----RRRR---RRRR.--RRR...-....BBB-RRB.BB--B.B.B---BBBB---,R,R
----RRRR---RR.R.--RRRR..-....BBB-RRB.BB--B.B.B---BBBB---,B,R
----RRRR---RR.R.--RRRR..-....BBB-RRBB.B--B.B.B---BBBB---,R,R
----RRRR---RR.R.--RRRR..-....BBB-R.BB.B--BRB.B---BBBB---,B,R
----RRRR---RR.R.--RRRR.B-....BB.-R.BB.B--BRB.B---BBBB---,R,R
----RRRR---RR.R.--RRR.RB-....BB.-R.BB.B--BRB.B---BBBB---,B,R
----RRRR---RR.R.--RRR.RB-...B.B.-R.BB.B--BRB.B---BBBB---,R,R
----RRRR---RR.R.--RR..RB-..RB.B.-R.BB.B--BRB.B---BBBB---,B,R
----RRRR---RR.R.--RR..RB-..RB.B.-RB.B.B--BRB.B---BBBB---,R,R
----RRRR---RR.R.--.R..RB-R.RB.B.-RB.B.B--BRB.B---BBBB---,B,R
----RRRR---RR.R.--.R..RB-R.RB.BB-RB.B..--BRB.B---BBBB---,R,R
----RRR.---RR.RR--.R..RB-R.RB.BB-RB.B..--BRB.B---BBBB---,B,R
----RRR.---RR.RR--.R.BRB-R.R..BB-RB.B..--BRB.B---BBBB---,R,R
----R.R.---RRRRR--.R.BRB-R.R..BB-RB.B..--BRB.B---BBBB---,B,R
----R.R.---RRRRR--.R.BRB-R.R..BB-RB.B..--BRBBB---BBB.---,R,R
----R.R.---RR.RR--.RRBRB-R.R..BB-RB.B..--BRBBB---BBB.---,B,R
----R.R.---RR.RR--.RRBRB-R.R..BB-RBB...--BRBBB---BBB.---,R,R
----R.R.---R.RRR--.RRBRB-R.R..BB-RBB...--BRBBB---BBB.---,B,R
----R.R.---R.RRR--.RRBRB-R.RB.BB-RB....--BRBBB---BBB.---,R,R
----R.R.---..RRR--RRRBRB-R.RB.BB-RB....--BRBBB---BBB.---,B,R
----R.R.---..RRR--RRRBRB-R.RB.BB-RB...B--BRBB.---BBB.---,R,R
----R.R.---..RRR--R.RBRB-RRRB.BB-RB...B--BRBB.---BBB.---,B,R
----R.R.---..RRR--R.RBRB-RRRB.BB-RB.B.B--BRB..---BBB.---,R,R
----..R.---.RRRR--R.RBRB-RRRB.BB-RB.B.B--BRB..---BBB.---,B,R
----..R.---.RRRR--R.RBRB-RRRBB.B-RB.B.B--BRB..---BBB.---,R,R
----..R.---.RRRR--.RRBRB-RRRBB.B-RB.B.B--BRB..---BBB.---,B,R
----..R.---.RRRR--.RRBRB-RRRBBB.-RB.B.B--BRB..---BBB.---,R,R
----..R.---.RRRR--.RRBRB-RR.BBB.-RBRB.B--BRB..---BBB.---,B,R
----..R.---.RRRR--.RRBRB-RRBBBB.-R.RB.B--BRB..---BBB.---,R,R
----..R.---.RRRR--.RRBRB-R.BBBB.-RRRB.B--BRB..---BBB.---,B,R
----..R.---.RRRR--.RRBRB-RB.BBB.-RRRB.B--BRB..---BBB.---,R,R
----...R---.RRRR--.RRBRB-RB.BBB.-RRRB.B--BRB..---BBB.---,B,R
----...R---.RRRR--BRRBRB-R..BBB.-RRRB.B--BRB..---BBB.---,R,R
----...R---.RRRR--B.RBRB-R.RBBB.-RRRB.B--BRB..---BBB.---,B,R
----...R---.RRRR--B.RBRB-R.RBBBB-RRRB..--BRB..---BBB.---,R,R
----...R---..RRR--BRRBRB-R.RBBBB-RRRB..--BRB..---BBB.---,B,R
----...R---..RRR--BRRBRB-R.RBBBB-RRRB..--BRBB.---BB..---,R,R
----...R---..RRR--B.RBRB-RRRBBBB-RRRB..--BRBB.---BB..---,B,R
----RRRR---RRRR.--RRR...-RR...BB-...BBB--.BBBB---BBBB---,B,B
----RRRR---RRRR.--RRR...-RR...BB-..BBBB--..BBB---BBBB---,R,B
----RRRR---RRRR.--RRR...-.R...BB-R.BBBB--..BBB---BBBB---,B,B
----RRRR---RRRR.--RRR...-.R...BB-RB.BBB--..BBB---BBBB---,R,B
----RRRR---RRRR.--RRR...-.R...BB-.B.BBB--R.BBB---BBBB---,B,B
----RRRR---RRRR.--RRR..B-.R....B-.B.BBB--R.BBB---BBBB---,R,B
----RRRR---RRR..--RRR.RB-.R....B-.B.BBB--R.BBB---BBBB---,B,B
----RRRR---RRR..--RRR.RB-.R....B-.BBBBB--R..BB---BBBB---,R,B
----RRRR---RRR..--RR.RRB-.R....B-.BBBBB--R..BB---BBBB---,B,B
----RRRR---RRR..--RR.RRB-.R...BB-.BBBB.--R..BB---BBBB---,R,B
----RR.R---RRRR.--RR.RRB-.R...BB-.BBBB.--R..BB---BBBB---,B,B
----RR.R---RRRR.--RR.RRB-.RB..BB-..BBB.--R..BB---BBBB---,R,B
----RR.R---RRRR.--RR.RRB-..B..BB-.RBBB.--R..BB---BBBB---,B,B
----RR.R---RRRR.--RR.RRB-.B...BB-.RBBB.--R..BB---BBBB---,R,B
----RR.R---RRRR.--RR.RRB-.B...BB-..BBB.--RR.BB---BBBB---,B,B
----RR.R---RRRR.--RR.RRB-.B..B.B-..BBB.--RR.BB---BBBB---,R,B
----RR.R---RRRR.--RR.RRB-.B..B.B-..BBB.--R.RBB---BBBB---,B,B
----RR.R---RRRR.--RR.RRB-.B..B.B-..BBBB--R.RB.---BBBB---,R,B
----RR.R---RR.R.--RRRRRB-.B..B.B-..BBBB--R.RB.---BBBB---,B,B
----RR.R---RR.R.--RRRRRB-B...B.B-..BBBB--R.RB.---BBBB---,R,B
----RR.R---RR..R--RRRRRB-B...B.B-..BBBB--R.RB.---BBBB---,B,B
----RR.R---RR..R--RRRRRB-B...B.B-..BBBB--RBRB.---B.BB---,R,B
----RR.R---RR..R--RRRRRB-B...B.B-..BBBB--RB.B.---BRBB---,B,B
----RR.R---RR..R--RRRRRB-B...BBB-..BB.B--RB.B.---BRBB---,R,B
----RR..---RR.RR--RRRRRB-B...BBB-..BB.B--RB.B.---BRBB---,B,B
----RR..---RR.RR--RRRRRB-B...BBB-..BBB.--RB.B.---BRBB---,R,B
----RR..---RR.RR--RR.RRB-B..RBBB-..BBB.--RB.B.---BRBB---,B,B
----RR..---RR.RR--RR.RRB-B.BRBBB-...BB.--RB.B.---BRBB---,R,B
----RR..---RR.RR--R..RRB-BRBRBBB-...BB.--RB.B.---BRBB---,B,B
----RR..---RR.RR--R..RRB-BRBRBBB-...BB.--RBBB.---BR.B---,R,B
----RR..---RR.RR--R..RRB-BRBRBBB-...BB.--RBBB.---B.RB---,B,B
----RR..---RR.RR--R..RRB-BRBRBBB-...BB.--RBBBB---B.R.---,R,B
----RR..---RR.RR--R..RRB-B.BRBBB-R..BB.--RBBBB---B.R.---,B,B
----RR..---RR.RR--R..RRB-BB.RBBB-R..BB.--RBBBB---B.R.---,R,B
----RR..---RR.RR--R..RRB-BB.RBBB-.R.BB.--RBBBB---B.R.---,B,B
----RR..---RR.RR--R..RRB-BB.RBBB-.RBBB.--R.BBB---B.R.---,R,B
----RR..---RR.RR--R..RRB-BB.RBBB-.RBBB.--.RBBB---B.R.---,B,B
----RR..---RR.RR--R..RRB-BB.RBBB-.RBBB.--BRBBB---..R.---,R,B
----RR..---RR.RR--R..RRB-BB.RBBB-.RBBB.--BRBBB---...R---,B,B
----RR..---RR.RR--R..RRB-BB.RBBB-.RBBBB--BRBB.---...R---,R,B
----RR..---R..RR--RR.RRB-BB.RBBB-.RBBBB--BRBB.---...R---,B,B
----RR..---R..RR--RR.RRB-BB.RBBB-BRBBBB--.RBB.---...R---,R,B
----RR..---R..RR--R.RRRB-BB.RBBB-BRBBBB--.RBB.---...R---,B,B
----RR..---R..RR--R.RRRB-BBBRBBB-BR.BBB--.RBB.---...R---,R,B
----R...---RR.RR--R.RRRB-BBBRBBB-BR.BBB--.RBB.---...R---,B,B
----R...---RR.RR--RBRRRB-BB.RBBB-BR.BBB--.RBB.---...R---,R,B
----R...---RR.RR--RB.RRB-BBRRBBB-BR.BBB--.RBB.---...R---,B,B
----R...---RR.RR--RB.RRB-BBRRBBB-BRB.BB--.RBB.---...R---,R,B
----R...---RR.RR--RB.RRB-BBR.BBB-BRBRBB--.RBB.---...R---,B,B
----R...---RR.RR--RB.RRB-BBRB.BB-BRBRBB--.RBB.---...R---,R,B
----R...---RR.RR--RB..RB-BBRBRBB-BRBRBB--.RBB.---...R---,B,B
----R...---RR.RR--RBB.RB-BBR.RBB-BRBRBB--.RBB.---...R---,R,B
----R...---RR.RR--RBB.RB-BB.RRBB-BRBRBB--.RBB.---...R---,B,B
----R...---RR.RR--RBB.RB-BBBRRBB-BR.RBB--.RBB.---...R---,R,B
----.R..---RR.RR--RBB.RB-BBBRRBB-BR.RBB--.RBB.---...R---,B,B
----.R..---RR.RR--RBB.RB-BBBRRBB-BRBRBB--.R.B.---...R---,R,B
----.R..---RR..R--RBBRRB-BBBRRBB-BRBRBB--.R.B.---...R---,B,B
----.R..---RR..R--RBBRRB-BBBRRBB-BRBRBB--.RB..---...R---,R,B
----.R..---RR..R--RBBRRB-BBBRRBB-BRB.BB--.RBR.---...R---,B,B
----.R..---RR..R--RBBRRB-BBBRRBB-BRBB.B--.RBR.---...R---,R,B
----.R..---RR..R--RBBRRB-BBBRRBB-BRBB.B--.RB..---..RR---,B,B
----.R..---RR..R--RBBRRB-BBBRRBB-BRBBB.--.RB..---..RR---,R,B
----..R.---RR..R--RBBRRB-BBBRRBB-BRBBB.--.RB..---..RR---,B,B
----..R.---RRB.R--RB.RRB-BBBRRBB-BRBBB.--.RB..---..RR---,R,B
----..R.---R.B.R--RBRRRB-BBBRRBB-BRBBB.--.RB..---..RR---,B,B
----..R.---RBB.R--R.RRRB-BBBRRBB-BRBBB.--.RB..---..RR---,R,B
----..R.---RBB.R--R.RRRB-BBBRRBB-B.BBB.--RRB..---..RR---,B,B
----..R.---RBB.R--RBRRRB-B.BRRBB-B.BBB.--RRB..---..RR---,R,B
----...R---RBB.R--RBRRRB-B.BRRBB-B.BBB.--RRB..---..RR---,B,B
----..BR---RB..R--RBRRRB-B.BRRBB-B.BBB.--RRB..---..RR---,R,B
----..BR---RB..R--RBRRRB-B.BRRBB-B.BBB.--R.B..---R.RR---,B,B
----..BR---RB..R--RBRRRB-BBBRRBB-..BBB.--R.B..---R.RR---,R,B
----..BR---RB..R--RBRRRB-BBBRRBB-..BBB.--.RB..---R.RR---,B,B
----B.BR---R...R--RBRRRB-BBBRRBB-..BBB.--.RB..---R.RR---,R,B
----B.BR---R...R--RBRRRB-BBBRRBB-..BBB.--..B..---RRRR---,B,B
----B.BR---R...R--RBRRRB-BBBRRBB-.B.BB.--..B..---RRRR---,R,B
----B.BR---.R..R--RBRRRB-BBBRRBB-.B.BB.--..B..---RRRR---,B,B
----B.BR---.R..R--RBRRRB-BBBRRBB-.B.BB.--.B...---RRRR---,R,B
----B.B.---.R.RR--RBRRRB-BBBRRBB-.B.BB.--.B...---RRRR---,B,B
----B.B.---BR.RR--R.RRRB-BBBRRBB-.B.BB.--.B...---RRRR---,R,B
----B.B.---B.RRR--R.RRRB-BBBRRBB-.B.BB.--.B...---RRRR---,B,B
----B.B.---B.RRR--R.RRRB-BBBRRBB-.BB.B.--.B...---RRRR---,R,B
----B.B.---B.RRR--R.RRRB-BBBR.BB-.BBRB.--.B...---RRRR---,B,B
----BB..---B.RRR--R.RRRB-BBBR.BB-.BBRB.--.B...---RRRR---,R,B
----BB..---B.RRR--R.R.RB-BBBRRBB-.BBRB.--.B...---RRRR---,B,B
----BB..---B.RRR--RBR.RB-B.BRRBB-.BBRB.--.B...---RRRR---,R,B
----BB..---B.RRR--.BR.RB-BRBRRBB-.BBRB.--.B...---RRRR---,B,B
----BB..---B.RRR--B.R.RB-BRBRRBB-.BBRB.--.B...---RRRR---,R,B
----BB..---B.R.R--B.RRRB-BRBRRBB-.BBRB.--.B...---RRRR---,B,B
----BB..---B.R.R--B.RRRB-BRBRRBB-B.BRB.--.B...---RRRR---,R,B
----BB..---B.R.R--B.RRRB-BRBRRBB-B.B.B.--.BR..---RRRR---,B,B
----BB..---B.R.R--B.RRRB-BRBRRBB-BB..B.--.BR..---RRRR---,R,B
----BB..---B.R.R--B.RRRB-BRB.RBB-BBR.B.--.BR..---RRRR---,B,B
----BB..---B.R.R--B.RRRB-BRB.RBB-BBR.B.--B.R..---RRRR---,R,B
----BB..---B.R.R--B..RRB-BRBRRBB-BBR.B.--B.R..---RRRR---,B,B
----BB..---B.R.R--B.BRRB-BR.RRBB-BBR.B.--B.R..---RRRR---,R,B
----BB..---B.R.R--B.BRRB-BR.RRBB-BB..B.--BRR..---RRRR---,B,B
----BB..---B.R.R--B.BRRB-BR.RRBB-BB.B..--BRR..---RRRR---,R,B
----BB..---B..RR--B.BRRB-BR.RRBB-BB.B..--BRR..---RRRR---,B,B
----BB..---B..RR--B.BRRB-BR.RRBB-BBB...--BRR..---RRRR---,R,B
----BB..---B..RR--B.BRRB-B.RRRBB-BBB...--BRR..---RRRR---,B,B
----BB..---B..RR--B.BRRB-BBRRRBB-B.B...--BRR..---RRRR---,R,B
----BB..---B..RR--B.BRRB-BB.RRBB-BRB...--BRR..---RRRR---,B,B
----BB..---BB.RR--B..RRB-BB.RRBB-BRB...--BRR..---RRRR---,R,B
----BB..---BB.RR--B..RRB-BB..RBB-BRBR..--BRR..---RRRR---,B,B
----BB..---BB.RR--BB.RRB-B...RBB-BRBR..--BRR..---RRRR---,R,B
----BB..---BB.RR--BB.RRB-B...RBB-BRBR..--BR.R.---RRRR---,B,B
----BB..---BB.RR--BB.RRB-B..BRBB-BR.R..--BR.R.---RRRR---,R,B
----BB..---BB.RR--BB.RRB-B..BRBB-BR.R..--BR..R---RRRR---,B,B
----BB..---BB.RR--BB.RRB-BB.BRBB-.R.R..--BR..R---RRRR---,R,B
----BB..---BB.RR--BB.RRB-BB.BRBB-.R....--BR.RR---RRRR---,B,B
----BB..---BB.RR--BB.RRB-BB.BRBB-BR....--.R.RR---RRRR---,R,B
----BB..---BB.RR--BB.RRB-BB.BRBB-BR....--..RRR---RRRR---,B,B
----BB..---BB.RR--BBBRRB-BB..RBB-BR....--..RRR---RRRR---,R,B
----BB..---BB.RR--BBBRRB-BB...BB-BR.R..--..RRR---RRRR---,B,B
----BB..---BBBRR--BB.RRB-BB...BB-BR.R..--..RRR---RRRR---,R,B
----BB..---BBBRR--BB..RB-BB.R.BB-BR.R..--..RRR---RRRR---,B,B
----BB..---BBBRR--BB..RB-BB.RB.B-BR.R..--..RRR---RRRR---,R,B
----BB..---BBBRR--BB...B-BB.RBRB-BR.R..--..RRR---RRRR---,B,B
----BBB.---BB.RR--BB...B-BB.RBRB-BR.R..--..RRR---RRRR---,R,B
----BBB.---BB.RR--BB...B-BB..BRB-BRRR..--..RRR---RRRR---,B,B
----BBB.---BB.RR--BB.B.B-BB...RB-BRRR..--..RRR---RRRR---,R,B
----BBB.---BB.RR--BB.B.B-BB...RB-B.RR..--R.RRR---RRRR---,B,B
----BBB.---BB.RR--BBB..B-BB...RB-B.RR..--R.RRR---RRRR---,R,B
----BBB.---BB.R.--BBB.RB-BB...RB-B.RR..--R.RRR---RRRR---,B,B
----BBB.---BBBR.--BB..RB-BB...RB-B.RR..--R.RRR---RRRR---,R,B
----BBB.---BBBR.--BB...B-BB..RRB-B.RR..--R.RRR---RRRR---,B,B
----BBB.---BBBRB--BB....-BB..RRB-B.RR..--R.RRR---RRRR---,R,B
----BBB.---BBBRB--BB....-BB...RB-B.RRR.--R.RRR---RRRR---,B,B
----BBBB---BBBR.--BB....-BB...RB-B.RRR.--R.RRR---RRRR---,R,B
----BBBB---BBBR.--BB....-BB...RB-B..RR.--RRRRR---RRRR---,B,B
----BBBB---BBBR.--BB...B-BB...R.-B..RR.--RRRRR---RRRR---,R,B
----BBBB---BBB..--BB..RB-BB...R.-B..RR.--RRRRR---RRRR---,B,B
----BBBB---BBB.B--BB..R.-BB...R.-B..RR.--RRRRR---RRRR---,R,B
----BBBB---BBB.B--BB..R.-BB.....-B..RRR--RRRRR---RRRR---,B,B
----BBBB---BBBB.--BB..R.-BB.....-B..RRR--RRRRR---RRRR---,R,B
----RRRR---RRRR.--RRR...-RR...BB-...BBB--.BBBB---BBBB---,B,R
----RRRR---RRRR.--RRR...-RR..BBB-...B.B--.BBBB---BBBB---,R,R
----RRRR---RR.R.--RRRR..-RR..BBB-...B.B--.BBBB---BBBB---,B,R
----RRRR---RR.R.--RRRRB.-RR...BB-...B.B--.BBBB---BBBB---,R,R
----RRRR---RR.R.--R.RRB.-RRR..BB-...B.B--.BBBB---BBBB---,B,R
----RRRR---RR.R.--R.RRB.-RRR..BB-...BBB--.BBB.---BBBB---,R,R
----RRRR---RR.R.--R..RB.-RRRR.BB-...BBB--.BBB.---BBBB---,B,R
----RRRR---RR.R.--R..RB.-RRRRBBB-....BB--.BBB.---BBBB---,R,R
----RRRR---.R.R.--RR.RB.-RRRRBBB-....BB--.BBB.---BBBB---,B,R
----RRRR---.R.R.--RR.RB.-RRRRBBB-.B..BB--..BB.---BBBB---,R,R
----.RRR---RR.R.--RR.RB.-RRRRBBB-.B..BB--..BB.---BBBB---,B,R
----.RRR---RR.R.--RR.RBB-RRRRB.B-.B..BB--..BB.---BBBB---,R,R
----.RRR---RR..R--RR.RBB-RRRRB.B-.B..BB--..BB.---BBBB---,B,R
----.RRR---RR..R--RR.RBB-RRRRB.B-.B..BB--B.BB.---.BBB---,R,R
----.RRR---RR..R--R.RRBB-RRRRB.B-.B..BB--B.BB.---.BBB---,B,R
----.RRR---RR..R--R.RRBB-RRRRB.B-.B.BBB--B.B..---.BBB---,R,R
----.RRR---RR..R--.RRRBB-RRRRB.B-.B.BBB--B.B..---.BBB---,B,R
----.RRR---RR..R--.RRRBB-RRRRB.B-.B.BBB--B.B..---B.BB---,R,R
----.RRR---RR..R--.RRRBB-RR.RB.B-.BRBBB--B.B..---B.BB---,B,R
----.RRR---RR..R--.RRRBB-RR.RB.B-.BRBBB--BBB..---..BB---,R,R
----.RRR---.R..R--RRRRBB-RR.RB.B-.BRBBB--BBB..---..BB---,B,R
----.RRR---.R..R--RRRRBB-RR.RBBB-.BRB.B--BBB..---..BB---,R,R
----.RRR---.R..R--R.RRBB-RRRRBBB-.BRB.B--BBB..---..BB---,B,R
----.RRR---.R..R--R.RRBB-RRRRBBB-.BRB.B--BBBB.---...B---,R,R
----.RRR---.R..R--R.RRBB-R.RRBBB-RBRB.B--BBBB.---...B---,B,R
----.RRR---.R..R--R.RRBB-R.RRBBB-RBRBBB--BBB..---...B---,R,R
----.RRR---..R.R--R.RRBB-R.RRBBB-RBRBBB--BBB..---...B---,B,R
----.RRR---..R.R--R.RRBB-RBRRBBB-R.RBBB--BBB..---...B---,R,R
----..RR---.RR.R--R.RRBB-RBRRBBB-R.RBBB--BBB..---...B---,B,R
----..RR---.RRBR--R.RR.B-RBRRBBB-R.RBBB--BBB..---...B---,R,R
----..RR---.RRBR--R.R.RB-RBRRBBB-R.RBBB--BBB..---...B---,B,R
----..RR---.RRBR--R.R.RB-RBRRBBB-RBRBBB--.BB..---...B---,R,R
----..RR---.RRBR--.RR.RB-RBRRBBB-RBRBBB--.BB..---...B---,B,R
----..RR---.RRBR--.RRBRB-RBRR.BB-RBRBBB--.BB..---...B---,R,R
----..RR---.RRBR--.RRBRB-RBR.RBB-RBRBBB--.BB..---...B---,B,R
----..RR---.RRBR--.RRBRB-RBR.RBB-RBRBBB--.BB.B---....---,R,R
----..RR---.RRBR--.RRBRB-RB.RRBB-RBRBBB--.BB.B---....---,B,R
----..RR---.RRBR--BRRBRB-R..RRBB-RBRBBB--.BB.B---....---,R,R
----..RR---.RRBR--BRRBRB-.R.RRBB-RBRBBB--.BB.B---....---,B,R
----..RR---BRRBR--.RRBRB-.R.RRBB-RBRBBB--.BB.B---....---,R,R
----..RR---BRRBR--.RRBRB-.R.RRBB-.BRBBB--RBB.B---....---,B,R
----..RR---BRRBR--.RRBRB-.R.RRBB-.BRBBB--RBBB.---....---,R,R
----..RR---BRRBR--.RRBRB-.R.RRBB-.BRBBB--.BBB.---R...---,B,R
----..RR---BRRBR--.RRBRB-.R.RRBB-.BRBBB--B.BB.---R...---,R,R
----..RR---BRRBR--..RBRB-.RRRRBB-.BRBBB--B.BB.---R...---,B,R
----..RR---BRRBR--..RBRB-.RRRRBB-B.RBBB--B.BB.---R...---,R,R
----..RR---BRRBR--..RBRB-.RRRRBB-B..BBB--BRBB.---R...---,B,R
----..RR---BRRBR--..RBRB-BRRRRBB-...BBB--BRBB.---R...---,R,R
----..RR---BRRBR--..RBRB-BR.RRBB-.R.BBB--BRBB.---R...---,B,R
----..RR---BRRBR--..RBRB-BR.RRBB-BR.BBB--.RBB.---R...---,R,R
----..RR---BRRBR--...BRB-BRRRRBB-BR.BBB--.RBB.---R...---,B,R
----..RR---BRRBR--...BRB-BRRRRBB-BRBBBB--.R.B.---R...---,R,R
----..RR---BRRBR--...BRB-BRRRRBB-BRBBBB--.R.B.---.R..---,B,R
----B.RR---.RRBR--...BRB-BRRRRBB-BRBBBB--.R.B.---.R..---,R,R
----B.RR---.RRBR--...BRB-BRRRRBB-B.BBBB--RR.B.---.R..---,B,R
----B.RR---.RRBR--...BRB-BRRRRBB-BB.BBB--RR.B.---.R..---,R,R
----B.RR---.RRBR--...BRB-BRRRRBB-BB.BBB--R.RB.---.R..---,B,R
----B.RR---.RRBR--...BRB-BRRRRBB-BBB.BB--R.RB.---.R..---,R,R
----B.RR---.R.BR--..RBRB-BRRRRBB-BBB.BB--R.RB.---.R..---,B,R
----B.RR---.R.BR--..RBRB-BRRRRBB-BBBB.B--R.RB.---.R..---,R,R
----B.RR---.R.BR--..RBRB-BRRR.BB-BBBBRB--R.RB.---.R..---,B,R
----B.RR---.RB.R--..RBRB-BRRR.BB-BBBBRB--R.RB.---.R..---,R,R
----B.RR---.RB.R--..RB.B-BRRRRBB-BBBBRB--R.RB.---.R..---,B,R
----B.RR---.RB.R--..RBBB-BRRRR.B-BBBBRB--R.RB.---.R..---,R,R
----B.RR---.RB.R--..RBBB-BRRRR.B-BBBBRB--R..B.---.RR.---,B,R
----B.RR---.RB.R--B.RBBB-.RRRR.B-BBBBRB--R..B.---.RR.---,R,R
----B.RR---.RB.R--B.RBBB-.RRR.RB-BBBBRB--R..B.---.RR.---,B,R
----B.RR---.RBBR--B.R.BB-.RRR.RB-BBBBRB--R..B.---.RR.---,R,R
----B.RR---.RBBR--B..RBB-.RRR.RB-BBBBRB--R..B.---.RR.---,B,R
----B.RR---.RBBR--B..RBB-BRRR.RB-.BBBRB--R..B.---.RR.---,R,R
----B.RR---.RBBR--B..RBB-BRRR.RB-.BBBRB--...B.---RRR.---,B,R
----B.RR---BRBBR--...RBB-BRRR.RB-.BBBRB--...B.---RRR.---,R,R
----B.RR---BRBBR--...RBB-B.RR.RB-RBBBRB--...B.---RRR.---,B,R
----B.RR---BRBBR--...RBB-B.RR.RB-RBBBRB--..B..---RRR.---,R,R
----B.RR---B.BBR--.R.RBB-B.RR.RB-RBBBRB--..B..---RRR.---,B,R
----B.RR---B.BBR--.R.RBB-BBRR.RB-R.BBRB--..B..---RRR.---,R,R
----B.RR---B.BBR--.R.RBB-BBRR.RB-.RBBRB--..B..---RRR.---,B,R
----B.RR---B.BBR--.R.RBB-BBRRBRB-.RB.RB--..B..---RRR.---,R,R
----B.RR---B.BBR--.R.RBB-BBRRBRB-.RB..B--..BR.---RRR.---,B,R
----BBRR---B..BR--.R.RBB-BBRRBRB-.RB..B--..BR.---RRR.---,R,R
----BBRR---B..BR--.R.RBB-BBRRBRB-.RB..B--..BR.---RR.R---,B,R
----BBRR---B..BR--BR.RBB-.BRRBRB-.RB..B--..BR.---RR.R---,R,R
----BBRR---B..BR--BR.RBB-.BRRBRB-.RB..B--..BR.---R.RR---,B,R
----BBRR---B..BR--BR.RBB-.BRRBRB-.RB.B.--..BR.---R.RR---,R,R
----BBRR---B..BR--BR.RBB-.BR.BRB-.RBRB.--..BR.---R.RR---,B,R
----BBRR---B..BR--BR.RBB-.BRBBRB-.R.RB.--..BR.---R.RR---,R,R
----BBRR---B..BR--BR.RBB-.BRBBRB-..RRB.--..BR.---R.RR---,B,R
----BBRR---B..BR--BR.RBB-B.RBBRB-..RRB.--..BR.---R.RR---,R,R
----BBRR---B..BR--BR.RBB-B.RBBRB-...RB.--.RBR.---R.RR---,B,R
----BBRR---B..BR--BR.RBB-B.RBBRB-..BRB.--.R.R.---R.RR---,R,R
----BBRR---B..BR--BR.RBB-B..BBRB-.RBRB.--.R.R.---R.RR---,B,R
----BBRR---B..BR--BRBRBB-B...BRB-.RBRB.--.R.R.---R.RR---,R,R
----BBRR---B..BR--BRBRBB-B...BRB-.RBRB.--.R.R.---.RRR---,B,R
----BBRR---B..BR--BRBRBB-B.B.BRB-.R.RB.--.R.R.---.RRR---,R,R
----BB.R---B.RBR--BRBRBB-B.B.BRB-.R.RB.--.R.R.---.RRR---,B,R
----BB.R---B.RBR--BRBRBB-BB..BRB-.R.RB.--.R.R.---.RRR---,R,R
----BB.R---B.RBR--BRBRBB-BB..B.B-.R.RBR--.R.R.---.RRR---,B,R
----BB.R---B.RBR--BRBRBB-BB..BBB-.R.R.R--.R.R.---.RRR---,R,R
----BB.R---B.RBR--B.BRBB-BBR.BBB-.R.R.R--.R.R.---.RRR---,B,R
----BBBR---B.R.R--B.BRBB-BBR.BBB-.R.R.R--.R.R.---.RRR---,R,R
----BBBR---B.R.R--B.BRBB-BBR.BBB-...R.R--RR.R.---.RRR---,B,R
----BBBR---B.R.R--B.BRBB-BBRB.BB-...R.R--RR.R.---.RRR---,R,R
----BBB.---B.RRR--B.BRBB-BBRB.BB-...R.R--RR.R.---.RRR---,B,R
----BBB.---BBRRR--B..RBB-BBRB.BB-...R.R--RR.R.---.RRR---,R,R
----BBB.---BBRRR--B..RBB-BBRB.BB-...R.R--RR..R---.RRR---,B,R
----BBB.---BBRRR--B.BRBB-BBR..BB-...R.R--RR..R---.RRR---,R,R
----BBB.---BBRRR--B.BRBB-BB...BB-..RR.R--RR..R---.RRR---,B,R
----BBB.---BBRRR--BBBRBB-B....BB-..RR.R--RR..R---.RRR---,R,R
----BBB.---BBRRR--BBB.BB-B...RBB-..RR.R--RR..R---.RRR---,B,R
----BBB.---BBRRR--BBBB.B-B...RBB-..RR.R--RR..R---.RRR---,R,R
----BBB.---BBRRR--BBBB.B-B...RBB-...R.R--RRR.R---.RRR---,B,R
----BBB.---BBRRR--BBBBBB-B...R.B-...R.R--RRR.R---.RRR---,R,R
----BBB.---BBRRR--BBBBBB-B.....B-...RRR--RRR.R---.RRR---,B,R
----BBB.---BBRRR--BBBBBB-B....B.-...RRR--RRR.R---.RRR---,R,R
----BBB.---BBRRR--BBBBBB-B....B.-....RR--RRRRR---.RRR---,B,R
----BBB.---BBRRR--BBBBBB-B...B..-....RR--RRRRR---.RRR---,R,R
----BBB.---BBRRR--BBBBBB-B...B..-....RR--.RRRR---RRRR---,B,R
----RRRR---RRRR.--RRR...-RR...BB-...BBB--.BBBB---BBBB---,B,B
----RRRR---RRRR.--RRR...-RR...BB-..BBBB--..BBB---BBBB---,R,B
----RRRR---RRRR.--RRR...-R.R..BB-..BBBB--..BBB---BBBB---,B,B
----RRRR---RRRR.--RRR...-R.RB.BB-...BBB--..BBB---BBBB---,R,B
----RRRR---RRRR.--RRR...-..RB.BB-R..BBB--..BBB---BBBB---,B,B
----RRRR---RRRR.--RRR...-..RBBBB-R...BB--..BBB---BBBB---,R,B
